Time-stamp,Pressure_Cuff_Signal,Green_PPG_Signal,iR_signal,Red_Signal,FSR
4.677,3984,3664,53407,45191,435
4.678,3824,3664,53407,45199,439
0.001,3888,3664,53407,45175,447
4.679,3920,3696,53399,45191,431
4.68,3776,3664,53407,45191,443
4.681,3808,3664,53407,45175,443
0.001,3888,3664,53415,45159,448
4.682,3920,3664,53399,45167,455
4.683,3952,3696,53431,45151,455
4.684,4000,3664,53415,45199,459
0.001,4048,3648,53415,45175,444
4.685,3824,3696,53415,45167,457
4.686,4016,3664,53407,45183,447
4.687,3984,3664,53407,45159,445
0.001,3984,3648,53415,45159,447
4.688,3920,3664,53415,45175,459
4.689,3904,3664,53391,45159,499
4.69,3888,3696,53415,45151,469
0.001,3872,3648,53407,45159,455
4.691,3824,3664,53423,45167,454
4.692,3920,3696,53415,45159,443
4.693,3792,3680,53407,45159,448
0.001,3920,3664,53415,45167,441
4.694,3968,3664,53399,45159,497
4.695,3952,3664,53399,45167,502
4.696,3920,3664,53399,45167,486
0.001,3856,3680,53415,45167,509
4.697,3920,3664,53399,45151,495
4.698,3888,3664,53399,45159,467
4.699,3952,3680,53399,45167,453
0.001,3920,3664,53399,45143,455
4.7,3888,3664,53375,45151,489
4.701,4016,3664,53375,45159,486
4.702,3984,3664,53399,45127,501
0.001,3984,3680,53391,45135,495
4.703,3808,3664,53391,45159,491
4.704,3984,3664,53391,45167,495
4.705,3920,3664,53391,45135,517
0.001,3888,3648,53415,45135,500
4.706,4064,3664,53391,45127,499
4.707,3968,3664,53383,45151,507
4.708,3968,3664,53375,45151,506
0.001,3904,3664,53391,45143,529
4.709,3984,3648,53407,45127,495
4.71,3936,3664,53367,45159,519
4.711,4000,3696,53407,45143,495
0.001,3968,3680,53383,45143,483
4.712,3952,3664,53383,45143,495
4.713,3984,3664,53399,45143,504
4.714,3984,3664,53407,45151,531
0.001,4016,3680,53383,45143,581
4.715,4000,3664,53399,45143,599
4.716,4048,3664,53383,45151,551
4.717,4208,3664,53383,45127,557
0.001,4048,3664,53367,45143,547
4.718,4016,3664,53375,45111,551
4.719,3984,3680,53415,45135,548
4.72,3952,3664,53407,45119,541
0.001,3984,3664,53399,45111,607
4.721,3904,3680,53367,45159,619
4.722,3968,3696,53383,45143,615
4.723,3984,3664,53391,45143,611
0.001,3984,3664,53375,45127,589
4.724,3952,3664,53375,45159,599
4.725,4048,3696,53399,45151,616
4.726,4048,3664,53399,45143,595
0.001,3984,3664,53399,45127,611
4.727,4144,3664,53383,45143,611
4.728,4064,3664,53399,45143,627
4.729,3968,3664,53391,45143,619
0.001,3952,3696,53375,45135,627
4.73,3984,3664,53383,45135,604
4.731,3984,3680,53375,45143,600
4.732,4000,3664,53391,45151,613
0.001,4064,3664,53375,45143,617
4.733,4032,3632,53407,45143,611
4.734,3968,3664,53367,45135,629
4.735,3920,3696,53407,45143,617
0.001,4016,3664,53391,45143,623
4.736,4016,3664,53383,45151,629
4.737,4032,3664,53399,45127,629
4.738,4176,3664,53415,45135,623
0.001,4000,3664,53391,45151,631
4.739,3952,3664,53383,45127,621
4.74,3984,3664,53399,45135,627
4.741,4048,3664,53383,45143,648
0.001,4048,3696,53407,45159,635
4.742,3984,3664,53391,45135,635
4.743,4016,3664,53391,45151,637
4.744,3952,3664,53399,45143,629
0.001,4048,3664,53391,45151,636
4.745,4016,3664,53399,45135,633
4.746,4016,3664,53391,45159,643
4.747,4240,3664,53399,45151,639
0.001,4240,3696,53399,45151,649
4.748,4048,3696,53415,45151,649
4.749,4032,3664,53407,45159,649
4.75,4064,3664,53383,45159,646
0.001,4016,3664,53383,45143,647
4.751,4016,3632,53383,45127,635
4.752,4080,3664,53383,45159,649
4.753,4176,3664,53399,45143,654
0.001,3984,3664,53399,45159,647
4.754,3984,3696,53407,45135,667
4.755,4016,3664,53399,45135,651
4.756,4016,3664,53423,45151,649
0.001,4064,3664,53399,45159,636
4.757,4240,3680,53399,45167,647
4.758,4176,3664,53399,45159,655
4.759,4208,3664,53383,45151,647
0.001,4304,3648,53399,45159,653
4.76,4176,3664,53407,45175,664
4.761,4240,3664,53383,45183,667
4.762,4032,3664,53407,45175,664
0.001,4240,3664,53407,45159,661
4.763,4176,3664,53407,45167,651
4.764,4032,3664,53375,45167,663
4.765,4016,3680,53407,45151,649
0.001,4016,3664,53407,45135,651
4.766,4048,3664,53375,45167,665
4.767,4224,3664,53407,45167,669
4.768,4304,3696,53391,45159,653
0.001,4208,3664,53423,45143,675
4.769,4272,3664,53407,45159,654
4.77,4016,3664,53391,45167,669
4.771,3984,3680,53415,45151,671
0.001,4208,3664,53399,45167,669
4.772,4272,3664,53399,45175,655
4.773,4192,3664,53423,45151,676
4.774,4240,3696,53415,45167,685
0.001,4272,3664,53407,45175,675
4.775,4208,3696,53383,45151,657
4.776,4208,3664,53423,45159,661
4.777,4176,3664,53423,45143,663
0.001,4208,3696,53391,45151,664
4.778,4208,3664,53391,45167,649
4.779,4192,3680,53391,45167,677
4.78,4080,3696,53407,45167,682
0.001,4224,3648,53423,45159,682
4.781,4208,3664,53399,45167,681
4.782,4032,3696,53439,45151,691
4.783,4080,3648,53423,45175,676
0.001,4016,3664,53391,45151,670
4.784,3984,3664,53415,45167,676
4.785,4016,3664,53391,45191,659
4.786,4048,3632,53415,45127,678
0.001,4192,3664,53399,45175,711
4.787,4304,3664,53391,45143,699
4.788,4080,3664,53415,45127,697
4.789,4240,3664,53407,45151,686
0.001,4240,3696,53423,45175,677
4.79,4208,3664,53391,45167,682
4.791,4208,3664,53423,45159,693
4.792,4240,3680,53399,45175,682
0.001,4208,3664,53399,45159,719
4.793,4240,3696,53399,45159,729
4.794,4080,3696,53383,45159,732
4.795,4272,3648,53399,45191,711
0.001,4256,3680,53383,45167,703
4.796,4192,3664,53431,45167,697
4.797,4288,3664,53399,45175,698
4.798,4240,3664,53391,45175,694
0.001,4224,3664,53399,45135,716
4.799,4304,3680,53383,45159,733
4.8,4192,3664,53407,45159,738
4.801,4304,3664,53391,45167,738
0.001,4432,3664,53391,45167,730
4.802,4368,3664,53415,45143,729
4.803,4384,3680,53399,45191,713
4.804,4432,3664,53407,45151,723
0.001,4256,3696,53415,45167,717
4.805,4320,3696,53407,45167,739
4.806,4272,3680,53423,45151,741
4.807,4304,3680,53383,45159,747
0.001,4256,3648,53391,45159,742
4.808,4400,3664,53391,45159,739
4.809,4400,3648,53399,45183,741
4.81,4448,3664,53391,45183,739
0.001,4272,3664,53407,45143,735
4.811,4320,3664,53415,45143,733
4.812,4320,3664,53391,45167,733
4.813,4272,3664,53399,45151,763
0.001,4384,3664,53383,45175,756
4.814,4304,3664,53399,45167,751
4.815,4288,3664,53415,45151,734
4.816,4432,3664,53407,45159,732
0.001,4304,3664,53399,45167,743
4.817,4288,3664,53399,45175,739
4.818,4272,3664,53415,45183,735
4.819,4368,3680,53383,45151,765
0.001,4224,3648,53383,45159,815
4.82,4336,3664,53383,45159,809
4.821,4272,3648,53407,45143,803
4.822,4256,3648,53407,45151,779
0.001,4304,3664,53415,45159,761
4.823,4336,3664,53399,45183,761
4.824,4304,3680,53399,45159,739
4.825,4288,3648,53383,45143,773
0.001,4288,3680,53407,45167,827
4.826,4320,3664,53391,45167,839
4.827,4224,3664,53375,45159,823
4.828,4272,3680,53399,45183,825
0.001,4304,3664,53399,45151,815
4.829,4432,3680,53383,45135,811
4.83,4336,3664,53391,45159,773
4.831,4400,3696,53423,45175,788
0.001,4432,3664,53391,45167,827
4.832,4432,3680,53415,45159,830
4.833,4400,3648,53407,45167,841
4.834,4400,3664,53407,45167,829
0.001,4256,3664,53367,45167,836
4.835,4304,3696,53391,45159,832
4.836,4240,3648,53407,45151,831
4.837,4304,3632,53399,45135,819
0.001,4400,3664,53383,45167,829
4.838,4304,3664,53407,45175,837
4.839,4320,3680,53399,45151,828
4.84,4272,3664,53399,45175,839
0.001,4384,3664,53399,45151,830
4.841,4400,3664,53407,45135,826
4.842,4464,3664,53391,45167,845
4.843,4336,3648,53375,45143,839
0.001,4432,3680,53383,45151,837
4.844,4320,3664,53407,45143,829
4.845,4432,3664,53383,45135,845
4.846,4496,3680,53391,45143,845
0.001,4464,3648,53399,45159,840
4.847,4464,3632,53391,45175,841
4.848,4384,3648,53391,45167,837
4.849,4432,3664,53359,45151,841
0.001,4320,3664,53399,45127,831
4.85,4464,3648,53399,45143,836
4.851,4480,3664,53399,45159,841
4.852,4480,3664,53407,45151,839
0.001,4464,3696,53399,45151,845
4.853,4560,3664,53399,45143,839
4.854,4432,3664,53415,45143,854
4.855,4464,3664,53415,45159,841
0.001,4432,3680,53399,45135,839
4.856,4432,3664,53391,45159,842
4.857,4464,3664,53375,45151,843
4.858,4432,3680,53391,45167,851
0.001,4432,3664,53383,45151,843
4.859,4400,3696,53423,45151,843
4.86,4384,3664,53383,45119,844
4.861,4256,3648,53391,45119,852
0.001,4400,3680,53383,45151,845
4.862,4464,3664,53367,45127,829
4.863,4480,3664,53367,45167,847
4.864,4432,3632,53391,45143,855
0.001,4400,3632,53343,45159,850
4.865,4432,3664,53375,45143,860
4.866,4464,3648,53367,45135,839
4.867,4496,3680,53391,45127,842
0.001,4496,3648,53399,45151,851
4.868,4304,3664,53391,45151,855
4.869,4528,3648,53399,45127,839
4.87,4400,3664,53407,45135,837
0.001,4400,3664,53375,45143,845
4.871,4400,3680,53383,45127,873
4.872,4464,3648,53383,45119,877
4.873,4528,3664,53399,45143,871
0.001,4432,3664,53375,45111,873
4.874,4512,3664,53375,45111,865
4.875,4528,3632,53375,45135,859
4.876,4656,3664,53375,45119,849
0.001,4544,3680,53359,45143,849
4.877,4464,3696,53391,45127,866
4.878,4496,3648,53351,45127,880
4.879,4432,3648,53399,45151,889
0.001,4432,3648,53351,45111,884
4.88,4464,3648,53391,45135,881
4.881,4304,3632,53383,45111,883
4.882,4336,3696,53391,45119,884
0.001,4464,3664,53391,45119,882
4.883,4576,3664,53367,45151,872
4.884,4464,3664,53367,45143,901
4.885,4480,3696,53391,45127,922
0.001,4512,3664,53375,45135,893
4.886,4544,3664,53359,45143,891
4.887,4560,3664,53391,45111,901
4.888,4528,3696,53383,45111,891
0.001,4496,3664,53375,45127,883
4.889,4496,3696,53367,45127,893
4.89,4464,3664,53375,45111,904
4.891,4496,3680,53391,45127,921
0.001,4480,3664,53375,45127,936
4.892,4560,3680,53399,45111,934
4.893,4432,3664,53391,45119,941
4.894,4528,3664,53367,45127,925
0.001,4496,3664,53383,45119,910
4.895,4464,3664,53383,45111,915
4.896,4704,3680,53351,45119,925
4.897,4560,3664,53367,45119,942
0.001,4528,3696,53383,45095,943
4.898,4528,3648,53391,45127,949
4.899,4528,3664,53391,45119,956
4.9,4464,3696,53375,45103,943
0.001,4496,3680,53375,45119,953
4.901,4496,3680,53351,45119,949
4.902,4496,3664,53367,45119,949
4.903,4480,3648,53391,45135,949
0.001,4464,3728,53383,45127,939
4.904,4432,3632,53375,45119,947
4.905,4464,3648,53367,45111,948
4.906,4496,3680,53375,45135,949
0.001,4496,3696,53383,45111,953
4.907,4480,3696,53375,45087,956
4.908,4480,3664,53375,45111,953
4.909,4480,3664,53367,45119,951
0.001,4432,3664,53383,45119,953
4.91,4432,3664,53383,45119,943
4.911,4496,3632,53375,45119,955
4.912,4560,3664,53359,45127,952
0.001,4528,3696,53367,45087,950
4.913,4512,3696,53367,45111,958
4.914,4496,3664,53407,45103,953
4.915,4464,3664,53343,45103,947
0.001,4528,3680,53375,45119,957
4.916,4480,3664,53391,45111,950
4.917,4496,3664,53375,45111,957
4.918,4528,3664,53359,45103,959
0.001,4640,3664,53359,45111,940
4.919,4512,3680,53375,45111,967
4.92,4560,3664,53351,45127,956
4.921,4640,3696,53351,45103,967
0.001,4560,3664,53375,45087,953
4.922,4544,3664,53383,45103,958
4.923,4432,3712,53351,45079,965
4.924,4512,3664,53383,45103,980
0.001,4480,3680,53367,45087,985
4.925,4496,3664,53391,45095,967
4.926,4480,3664,53375,45087,973
4.927,4368,3648,53359,45103,959
0.001,4560,3648,53351,45111,959
4.928,4528,3696,53351,45095,955
4.929,4576,3664,53375,45135,981
4.93,4688,3664,53367,45103,984
0.001,4592,3664,53359,45079,997
4.931,4704,3664,53351,45103,995
4.932,4528,3696,53359,45103,995
4.933,4656,3632,53343,45095,958
0.001,4480,3648,53367,45103,973
4.934,4592,3664,53351,45095,968
4.935,4720,3664,53359,45087,972
4.936,4592,3664,53359,45095,984
0.001,4528,3664,53351,45071,981
4.937,4592,3664,53343,45087,985
4.938,4528,3664,53375,45103,988
4.939,4624,3696,53367,45103,985
0.001,4560,3664,53343,45063,987
4.94,4752,3664,53335,45079,958
4.941,4752,3696,53351,45095,981
4.942,4464,3664,53359,45079,995
0.001,4528,3664,53351,45087,995
4.943,4752,3664,53351,45063,993
4.944,4560,3680,53343,45087,1000
4.945,4592,3696,53383,45095,985
0.001,4512,3664,53343,45087,988
4.946,4592,3680,53343,45111,1003
4.947,4560,3696,53343,45079,991
4.948,4592,3664,53351,45087,1000
0.001,4448,3664,53367,45079,994
4.949,4400,3680,53367,45095,987
4.95,4688,3648,53351,45079,1004
4.951,4656,3664,53343,45103,988
0.001,4688,3664,53359,45087,989
4.952,4640,3664,53367,45095,997
4.953,4672,3664,53343,45071,999
4.954,4576,3648,53343,45079,1007
0.001,4464,3664,53351,45087,988
4.955,4528,3664,53343,45063,1005
4.956,4544,3664,53359,45079,999
4.957,4656,3664,53327,45087,1003
0.001,4688,3664,53367,45111,982
4.958,4576,3664,53367,45103,991
4.959,4560,3664,53351,45095,1002
4.96,4528,3680,53335,45079,1003
0.001,4672,3664,53335,45079,995
4.961,4720,3680,53359,45095,1004
4.962,4672,3664,53351,45071,990
4.963,4576,3664,53367,45087,996
0.001,4720,3664,53351,45095,980
4.964,4656,3664,53351,45087,1015
4.965,4656,3680,53383,45087,994
4.966,4688,3664,53351,45087,990
0.001,4592,3664,53343,45095,999
4.967,4592,3664,53359,45095,999
4.968,4592,3664,53327,45055,1003
4.969,4592,3664,53343,45095,997
0.001,4704,3664,53343,45071,1047
4.97,4736,3664,53367,45079,1050
4.971,4688,3664,53359,45071,1001
4.972,4752,3664,53359,45079,995
0.001,4672,3664,53351,45063,985
4.973,4736,3664,53335,45055,997
4.974,4784,3664,53367,45063,1003
4.975,4848,3664,53351,45087,1005
0.001,4592,3664,53343,45071,1055
4.976,4752,3664,53335,45087,1047
4.977,4720,3664,53343,45063,1033
4.978,4784,3664,53343,45079,1015
0.001,4752,3664,53367,45079,998
4.979,4656,3664,53375,45103,997
4.98,4592,3648,53335,45087,989
4.981,4688,3664,53359,45071,989
0.001,4656,3664,53343,45063,1055
4.982,4656,3696,53327,45063,1049
4.983,4592,3664,53343,45079,1063
4.984,4608,3696,53351,45055,1048
0.001,4720,3648,53327,45087,1043
4.985,4688,3664,53351,45071,1054
4.986,4816,3664,53359,45055,1033
4.987,4784,3664,53327,45079,1033
0.001,4608,3696,53343,45079,1053
4.988,4592,3664,53343,45079,1053
4.989,4688,3664,53351,45071,1059
4.99,4736,3648,53343,45055,1061
0.001,4656,3680,53335,45071,1055
4.991,4720,3664,53343,45055,1055
4.992,4736,3648,53351,45087,1049
4.993,4608,3664,53311,45063,1053
0.001,4704,3664,53327,45079,1051
4.994,4560,3664,53351,45079,1053
4.995,4656,3696,53343,45063,1055
4.996,4752,3632,53335,45071,1069
0.001,4736,3664,53359,45055,1076
4.997,4720,3680,53343,45047,1056
4.998,4784,3680,53367,45055,1055
4.999,4688,3680,53319,45079,1053
0.001,4720,3680,53343,45063,1051
5,4608,3664,53335,45055,1055
5.001,4592,3664,53335,45063,1055
5.002,4672,3664,53375,45079,1071
0.001,4736,3664,53319,45071,1065
5.003,4560,3696,53359,45063,1071
5.004,4720,3664,53343,45071,1063
5.005,4576,3680,53343,45063,1067
0.001,4688,3664,53351,45055,1062
5.006,4672,3664,53343,45079,1051
5.007,4752,3648,53351,45079,1055
5.008,4672,3680,53343,45063,1068
0.001,4896,3664,53335,45079,1077
5.009,4832,3664,53343,45055,1071
5.01,4720,3680,53327,45063,1066
5.011,4800,3664,53343,45055,1071
0.001,4752,3680,53335,45039,1061
5.012,4720,3664,53319,45063,1070
5.013,4848,3664,53343,45055,1064
5.014,4848,3664,53319,45031,1064
0.001,4784,3696,53343,45055,1070
5.015,4752,3664,53335,45031,1069
5.016,4720,3664,53327,45063,1080
5.017,4688,3664,53367,45055,1065
0.001,4752,3664,53335,45015,1071
5.018,4608,3632,53351,45071,1065
5.019,4848,3664,53343,45063,1062
5.02,4800,3664,53335,45031,1064
0.001,4800,3664,53351,45023,1056
5.021,4848,3680,53327,45055,1071
5.022,4816,3664,53335,45039,1079
5.023,4784,3664,53319,45039,1093
0.001,4784,3664,53343,45039,1087
5.024,4848,3664,53335,45055,1063
5.025,4592,3664,53335,45039,1063
5.026,4672,3664,53343,45039,1065
0.001,4720,3680,53327,45039,1077
5.027,4688,3648,53335,45039,1063
5.028,4784,3664,53327,45055,1079
5.029,4720,3696,53327,45055,1074
0.001,4656,3664,53343,45007,1080
5.03,4704,3664,53327,45047,1077
5.031,4736,3696,53343,45047,1085
5.032,4752,3664,53335,45031,1067
0.001,4784,3680,53343,45047,1060
5.033,4736,3664,53319,45015,1076
5.034,4720,3664,53343,45039,1087
5.035,4816,3664,53335,45055,1071
0.001,4688,3664,53319,45039,1071
5.036,4736,3664,53319,45047,1077
5.037,4720,3648,53351,45031,1095
5.038,4720,3664,53351,45047,1093
0.001,4688,3664,53311,45039,1077
5.039,4704,3664,53343,45023,1090
5.04,4592,3664,53359,45031,1101
5.041,4736,3664,53327,45047,1091
0.001,4688,3664,53335,45047,1081
5.042,4720,3664,53343,45047,1099
5.043,4800,3632,53351,45039,1075
5.044,4848,3664,53343,45039,1095
0.001,4816,3664,53335,45023,1088
5.045,4720,3696,53343,45063,1097
5.046,4976,3664,53335,45007,1096
5.047,4800,3664,53327,45039,1083
0.001,4688,3648,53351,45047,1095
5.048,4848,3664,53327,45047,1113
5.049,4752,3664,53327,45031,1091
5.05,4768,3664,53311,45023,1075
0.001,4720,3664,53319,45015,1087
5.051,4720,3664,53335,45015,1097
5.052,4720,3664,53343,45007,1086
5.053,4784,3680,53343,45031,1095
0.001,4816,3664,53335,45023,1094
5.054,4736,3680,53311,45023,1101
5.055,4816,3648,53335,45031,1102
5.056,4960,3664,53335,45039,1105
0.001,4848,3664,53319,45047,1093
5.057,4912,3664,53327,45039,1095
5.058,4976,3664,53335,45023,1079
5.059,4752,3664,53319,45031,1095
0.001,4848,3664,53335,45015,1097
5.06,4848,3664,53351,45031,1103
5.061,4816,3664,53327,45023,1086
5.062,4752,3664,53319,45039,1097
0.001,4752,3664,53351,45047,1101
5.063,4784,3664,53327,45015,1095
5.064,4912,3664,53343,45023,1100
5.065,4768,3664,53335,45023,1093
0.001,4912,3664,53343,44999,1086
5.066,4816,3664,53327,45023,1093
5.067,4848,3664,53319,45031,1099
5.068,4768,3680,53351,45015,1115
0.001,4912,3664,53319,45007,1097
5.069,4912,3664,53327,45015,1107
5.07,4928,3680,53335,44999,1105
5.071,4848,3664,53327,45023,1093
0.001,4784,3648,53335,45015,1099
5.072,4848,3680,53343,45047,1091
5.073,4752,3648,53311,44991,1101
5.074,4720,3632,53335,45031,1111
0.001,4720,3664,53335,45007,1117
5.075,4720,3664,53335,45023,1101
5.076,4800,3648,53335,45007,1100
5.077,4720,3680,53303,45015,1101
0.001,4784,3648,53327,44999,1102
5.078,4816,3664,53303,44975,1109
5.079,4816,3664,53343,45023,1101
5.08,4832,3680,53311,45031,1106
0.001,4832,3664,53295,45007,1109
5.081,4768,3664,53327,45007,1116
5.082,4784,3664,53311,45015,1113
5.083,4912,3664,53327,45015,1111
0.001,4752,3648,53303,45015,1111
5.084,5008,3648,53295,44999,1103
5.085,4848,3664,53343,45015,1107
5.086,4784,3664,53343,44991,1099
0.001,4784,3664,53351,45023,1105
5.087,4784,3664,53319,44999,1119
5.088,4816,3632,53319,45047,1119
5.089,4704,3680,53295,44983,1123
0.001,4816,3696,53327,45015,1118
5.09,4848,3680,53327,44999,1119
5.091,4848,3648,53303,44999,1103
5.092,4848,3664,53303,45007,1115
0.001,4784,3664,53319,44999,1117
5.093,4928,3664,53311,45023,1123
5.094,4848,3664,53343,44991,1123
5.095,4848,3664,53327,44999,1118
0.001,4736,3664,53319,45015,1119
5.096,4944,3696,53311,45015,1124
5.097,4752,3680,53311,44999,1117
5.098,4816,3680,53311,44991,1112
0.001,4848,3664,53295,44983,1118
5.099,4816,3664,53311,44991,1115
5.1,4784,3664,53327,44983,1123
5.101,4944,3664,53303,44999,1128
0.001,4944,3664,53319,45007,1115
5.102,4976,3664,53319,45007,1114
5.103,4928,3664,53311,45007,1117
5.104,4976,3696,53319,44999,1126
0.001,4912,3680,53303,44999,1129
5.105,4944,3664,53303,44975,1115
5.106,5008,3680,53319,44991,1113
5.107,4960,3680,53327,44983,1108
0.001,4912,3664,53327,44975,1135
5.108,4912,3696,53319,44999,1123
5.109,4880,3664,53311,45007,1143
5.11,4912,3664,53343,44983,1110
0.001,4784,3664,53319,44975,1126
5.111,4848,3664,53311,44975,1128
5.112,4784,3664,53311,44983,1125
5.113,4848,3664,53287,44975,1125
0.001,4896,3680,53327,44967,1171
5.114,4912,3680,53295,44983,1164
5.115,4880,3664,53319,44975,1116
5.116,4912,3648,53319,44999,1127
0.001,4848,3696,53319,44983,1123
5.117,4896,3648,53311,44975,1127
5.118,4816,3664,53287,45007,1129
5.119,4976,3664,53319,44975,1125
0.001,4800,3664,53311,44975,1176
5.12,4816,3664,53295,44991,1181
5.121,4848,3664,53319,44975,1173
5.122,4864,3664,53311,44975,1135
0.001,4912,3648,53319,44999,1131
5.123,4736,3664,53303,44983,1125
5.124,4864,3664,53311,44959,1109
5.125,4800,3680,53311,44975,1123
0.001,4912,3664,53311,44967,1184
5.126,4912,3680,53319,44983,1182
5.127,4912,3664,53311,44967,1193
5.128,4848,3664,53303,44967,1193
0.001,4912,3648,53303,44983,1187
5.129,4912,3696,53319,44975,1150
5.13,4928,3680,53287,44983,1139
5.131,4864,3648,53311,44967,1143
0.001,4944,3664,53327,44975,1173
5.132,4848,3664,53287,44967,1197
5.133,4816,3680,53319,44959,1207
5.134,4816,3696,53319,44967,1197
0.001,4848,3696,53271,44975,1201
5.135,4928,3664,53295,44999,1170
5.136,4912,3648,53295,44951,1187
5.137,4848,3664,53287,44959,1177
0.001,4912,3664,53303,44951,1178
5.138,4912,3664,53295,44967,1193
5.139,4944,3664,53295,44951,1204
5.14,4976,3664,53279,44975,1223
0.001,4848,3664,53271,44975,1213
5.141,4912,3664,53287,44991,1207
5.142,5008,3664,53295,44991,1196
5.143,4992,3680,53295,44959,1198
0.001,4944,3696,53311,44919,1203
5.144,5008,3664,53271,44967,1197
5.145,5024,3664,53295,44951,1191
5.146,5024,3680,53303,44951,1210
0.001,4928,3680,53303,44943,1210
5.147,5024,3664,53303,44959,1215
5.148,4928,3664,53303,44951,1213
5.149,4944,3664,53319,44975,1223
0.001,4848,3696,53303,44967,1210
5.15,5040,3664,53303,44959,1215
5.151,5232,3664,53303,44951,1237
5.152,5056,3680,53311,44975,1230
0.001,5040,3664,53295,44975,1228
5.153,5008,3664,53303,44943,1246
5.154,5056,3664,53295,44951,1205
5.155,4976,3664,53287,44951,1233
0.001,5056,3648,53279,44943,1236
5.156,4848,3664,53279,44943,1227
5.157,4784,3664,53271,44967,1226
5.158,4864,3648,53287,44951,1227
0.001,4912,3664,53311,44951,1245
5.159,5040,3632,53311,44935,1259
5.16,4848,3664,53311,44975,1239
5.161,4976,3664,53295,44927,1241
0.001,4976,3664,53287,44935,1245
5.162,4992,3664,53295,44951,1229
5.163,5040,3664,53303,44959,1231
5.164,5008,3664,53295,44951,1227
0.001,4976,3696,53295,44943,1245
5.165,4944,3664,53287,44951,1244
5.166,5040,3664,53295,44959,1251
5.167,4976,3696,53295,44943,1253
0.001,4912,3664,53287,44967,1241
5.168,4976,3664,53303,44935,1237
5.169,5056,3664,53287,44951,1238
5.17,5008,3664,53271,44967,1237
0.001,4944,3664,53311,44951,1241
5.171,4816,3664,53279,44951,1239
5.172,4944,3664,53303,44951,1269
5.173,4848,3664,53295,44943,1293
0.001,4960,3664,53287,44967,1273
5.174,5072,3680,53295,44943,1241
5.175,5072,3648,53279,44935,1228
5.176,4992,3664,53303,44943,1244
0.001,4976,3664,53311,44927,1245
5.177,4976,3664,53287,44943,1244
5.178,5072,3664,53295,44951,1253
5.179,4944,3664,53295,44943,1295
0.001,5040,3664,53295,44959,1319
5.18,4944,3648,53295,44951,1317
5.181,5024,3664,53287,44935,1304
5.182,4912,3664,53279,44951,1293
0.001,4976,3632,53287,44959,1251
5.183,5008,3680,53287,44927,1242
5.184,5184,3696,53279,44951,1260
5.185,5040,3648,53311,44935,1315
0.001,5072,3696,53287,44959,1349
5.186,5232,3648,53295,44951,1333
5.187,5104,3648,53287,44959,1327
5.188,5040,3664,53279,44951,1324
0.001,5072,3648,53311,44959,1317
5.189,5088,3696,53279,44951,1323
5.19,5088,3680,53303,44959,1308
5.191,5104,3664,53295,44943,1327
0.001,4976,3664,53287,44959,1355
5.192,5200,3664,53287,44959,1351
5.193,5232,3664,53311,44967,1331
5.194,5008,3648,53295,44959,1326
0.001,4928,3664,53287,44975,1332
5.195,5216,3664,53311,44959,1327
5.196,5008,3664,53295,44951,1325
5.197,5072,3664,53295,44935,1336
0.001,5104,3696,53303,44991,1336
5.198,5184,3664,53295,44983,1378
5.199,5248,3664,53287,44967,1391
5.2,5088,3664,53287,44959,1379
0.001,5008,3648,53287,44983,1327
5.201,4912,3664,53319,44951,1341
5.202,5008,3648,53287,44975,1336
5.203,5200,3664,53295,44951,1331
0.001,5008,3664,53295,44975,1335
5.204,5088,3680,53295,44943,1372
5.205,5104,3664,53287,44959,1415
5.206,5088,3680,53303,44999,1415
0.001,5040,3696,53295,44951,1399
5.207,4976,3680,53295,44975,1396
5.208,5072,3680,53271,44991,1365
5.209,5072,3680,53303,44975,1353
0.001,5056,3664,53279,44967,1365
5.21,5200,3696,53295,44983,1387
5.211,5072,3664,53279,44967,1417
5.212,5088,3664,53295,44967,1427
0.001,5120,3664,53303,44967,1416
5.213,5040,3664,53303,44975,1407
5.214,5056,3664,53279,44951,1403
5.215,5104,3664,53287,44943,1403
0.001,5104,3696,53295,44959,1407
5.216,5040,3664,53303,44959,1387
5.217,4944,3664,53287,44975,1404
5.218,5040,3664,53287,44951,1428
0.001,5008,3664,53311,44983,1426
5.219,5232,3664,53295,44975,1433
5.22,5040,3680,53311,44991,1421
5.221,4976,3664,53311,44983,1417
0.001,5040,3696,53279,44975,1422
5.222,5216,3696,53295,44975,1414
5.223,5072,3664,53287,44967,1414
5.224,5072,3664,53295,44967,1430
0.001,5248,3680,53319,44983,1421
5.225,5232,3664,53287,44991,1445
5.226,5200,3696,53279,44975,1435
5.227,5200,3664,53303,44983,1431
0.001,5088,3664,53295,44983,1417
5.228,5200,3664,53303,44999,1427
5.229,5248,3664,53303,44975,1431
5.23,5072,3664,53303,44983,1428
0.001,5200,3648,53295,44967,1435
5.231,5264,3664,53303,44983,1434
5.232,5056,3664,53311,44967,1444
5.233,5104,3664,53279,44983,1431
0.001,5264,3664,53303,44967,1432
5.234,5200,3664,53295,44975,1423
5.235,5392,3664,53287,44967,1431
5.236,5296,3680,53303,44999,1426
0.001,5264,3680,53271,44975,1429
5.237,5184,3664,53303,44959,1443
5.238,5296,3664,53295,44967,1444
5.239,5200,3664,53311,44999,1438
0.001,5184,3696,53287,44975,1445
5.24,5104,3696,53303,44983,1437
5.241,5040,3680,53303,44999,1437
5.242,5072,3680,53303,44967,1431
